"site_col","ID","W","formula","presence","slopepos","cover_type","plot","mid_cm","max_reps","formulareps","include"
"Y1","24","H2O","C14H24O6",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C15H28O5",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C16H32O4",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C14H10O7",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C11H14O9",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C15H14O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H18O8",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C16H18O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C13H22O7",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C17H22O4",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C14H12O7",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C15H16O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H20O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H24O4",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C13H10O8",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C14H14O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H18O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H22O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H26O4",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H30O3",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C12H8O9",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C13H12O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C10H16O10",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C14H16O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H20O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H24O5",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C18H32O3",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C12H10O9",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C10H18O6S2",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C13H14O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H18O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H22O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H26O3S1",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H26O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H30O4",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C18H34O3",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C10H9O5N2S1P1",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C9H16O7S2",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H12O9",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C13H16O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H20O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H24O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H28O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H32O4",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H36O3",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C15H10O7",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C12H14O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H14O6",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C13H18O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H18O5",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C14H22O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H26O6",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C16H30O5",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C14H8O8",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C15H12O7",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C12H16O9",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C16H16O6",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C13H20O8",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C17H20O5",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C14H24O7",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C14H10O8",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C15H14O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H18O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H22O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H26O4",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C13H8O9",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C14H12O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H16O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H20O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C13H24O8",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C17H24O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H28O4",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H19O6N1",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C13H10O9",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C14H14O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C11H18O10",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C15H18O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H18O6N2",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C16H22O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H26O3S1",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C17H26O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H30O5S1",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C18H30O4",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C14H17O7N1",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C13H12O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H16O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H24O5S2",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H20O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H24O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H28O3S1",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H28O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H32O4",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C20H40O2",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H35O3N1",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C12H10O10",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C16H10O7",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C13H14O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C11H22O6S2",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H18O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H22O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H26O6",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C17H30O5",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C18H34O4",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H29O5N1",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C12H12O10",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C16H12O7",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C13H16O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H16O6",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C14H20O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H20O5",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C15H24O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H24O4",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C16H28O6",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C17H32O5",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C18H36O4",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C16H31O5N1",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C15H10O8",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C12H14O10",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C20H14O2S1",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C16H14O7",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C13H18O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H18O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H22O8",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C18H22O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H26O7",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C14H8O9",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C15H12O8",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C9H21O10P1",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C16H16O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H20O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H24O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H10O9",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C15H14O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H18O10",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C16H18O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H22O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H26O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H12O9",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C15H16O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H20O10",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C16H20O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H24O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H28O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H15O8N1",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C15H19O7N1",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C13H10O10",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C14H14O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C11H18O11",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C15H18O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H22O10",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C16H22O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H26O4S1",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C17H26O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H30O3S1",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H30O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H34O4",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C21H42O2",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C13H13O9N1",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C18H33O4N1",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C13H12O10",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C17H12O7",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C14H16O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H16O6",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C11H20O11",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C15H20O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H20O5",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C16H24O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H28O4S1",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C18H32O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H36O4",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C18H35O4N1",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C16H10O8",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C13H14O10",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H14O7",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C14H18O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H18O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H22O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H22O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H26O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C20H26O4",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C17H30O6",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C18H34O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C20H12O3S1",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C16H12O8",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C13H16O10",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C10H21O10P1",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C17H16O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C14H20O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H20O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H24O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H24O5",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C16H28O7",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C20H28O4",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C18H36O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H31O6N1",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C12H18O1N2S4",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C15H10O9",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C16H14O8",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C10H23O10P1",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C17H18O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H22O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H26O8",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C19H26O5",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C20H30O4",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C12H4O4N2S3",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C19H12O4S1",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C15H12O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H16O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H20O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H24O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H28O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C11H18O2N2S4",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C14H10O10",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C12H22O1N2S4",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C15H14O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H18O11",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C16H18O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H22O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H26O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H30O5",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C14H12O10",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H16O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H20O11",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C16H20O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H24O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H28O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H32O3S1",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C22H44O2",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H11O7N1",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C18H31O5N1",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C14H14O10",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H18O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H22O11",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H22O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H26O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H30O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H34O5",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C20H38O4",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C17H14O5N1P1",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C18H33O5N1",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C13H12O11",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C17H12O8",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C14H16O10",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H16O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H20O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H20O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H24O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C20H24O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H28O7",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C18H32O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H36O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H35O5N1",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C12H14O2N2S4",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C16H10O9",1,"footslope","Canopy","B",41,3,5,TRUE
"Y1","24","H2O","C13H14O11",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C10H19O11P1",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C17H14O8",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C14H18O10",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H18O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C15H22O9",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C19H22O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H26O8",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C20H26O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H30O7",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C18H34O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C10H4O12S1",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C20H12O4S1",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C16H12O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C10H21O11P1",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C17H16O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H20O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H24O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H28O8",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C20H28O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H18O2N2S4",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C16H14O9",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C10H23O11P1",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H18O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H22O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H26O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C20H30O5",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C11H12O1S6",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C12H20O2N2S4",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C15H12O10",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C13H24O1N2S4",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C16H16O9",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C20H16O6",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C13H20O11",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C17H20O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H24O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H28O6",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H19O8N1",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C19H14O5S1",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C15H14O10",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C16H18O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C17H22O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H26O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H30O6",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C16H34O6S1",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C24H34O2",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H33O5N1",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C14H12O11",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C18H12O8",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C15H16O10",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C12H20O12",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C16H20O9",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C20H20O6",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C13H24O11",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C17H24O8",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H29O3S1P1",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C18H28O5S1",1,"footslope","Canopy","B",41,3,2,TRUE
"Y1","24","H2O","C18H28O7",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H32O6",1,"footslope","Canopy","B",41,3,4,TRUE
"Y1","24","H2O","C22H44O3",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C18H31O6N1",1,"footslope","Canopy","B",41,3,3,TRUE
"Y1","24","H2O","C14H14O11",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C18H14O8",1,"footslope","Canopy","B",41,3,6,TRUE
"Y1","24","H2O","C15H18O10",1,"footslope","Canopy","B",41,3,9,TRUE
"Y1","24","H2O","C19H18O7",1,"footslope","Canopy","B",41,3,8,TRUE
"Y1","24","H2O","C12H22O12",1,"footslope","Canopy","B",41,3,7,TRUE
"Y1","24","H2O","C16H22O9",1,"footslope","Canopy","B",41,3,9,TRUE
