"site_col","ID","W","formula","presence","slopepos","cover_type","plot","mid_cm","max_reps","formulareps","include"
"Y1","37","H2O","C17H14O7",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C14H18O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H18O6",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C11H22O11",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C15H22O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H22O5",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C16H26O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C20H26O4",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C17H30O6",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C18H34O5",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C14H25O6N3",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C16H29O6N1",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C15H29O5N3",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C12H12O5S3",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C19H8O4S1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C11H13O6N2S1P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C16H12O8",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C13H16O10",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C17H16O7",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C14H20O9",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C18H20O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C11H24O11",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C15H24O8",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C19H24O5",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H28O7",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C20H28O4",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H36O5",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C13H23O7N3",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C16H31O6N1",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C16H14O8",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C17H18O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H22O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C15H26O8",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C19H26O5",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C20H30O4",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C8H17O8S2P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C14H8O10",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C10H13O7N2S1P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C15H12O9",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C16H16O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C17H20O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H24O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C15H28O8",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C19H28O5",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C20H32O4",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C22H43O1N1",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C11H18O2N2S4",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C14H10O10",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C15H14O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C12H18O11",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C16H18O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C17H22O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H26O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C15H30O8",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C19H30O5",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C14H12O10",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C15H16O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C12H20O11",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C16H20O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C17H24O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H28O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H32O3S1",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C22H44O2",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C10H20O4N3S2P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C13H10O5S3",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C13H11O5S2P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C13H10O11",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C17H10O8",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C14H14O10",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H14O7",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C11H18O12",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C15H18O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H18O6",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C12H22O11",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H22O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C17H26O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H30O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C20H38O4",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C15H6O7N1P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C18H33O5N1",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C8H12O7N2S3",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C20H8O4S1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C13H12O11",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C17H12O8",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C11H21O8S1P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C14H16O10",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H16O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C15H20O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H24O6S1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C12H24O11",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C16H24O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C20H24O5",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C17H28O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H32O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H36O5",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C13H15O10N1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C15H23O8N1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C15H27O6N3",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C18H35O5N1",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C12H14O2N2S4",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C16H10O9",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C13H14O11",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C17H14O8",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C14H18O10",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H18O7",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C11H22O12",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C15H22O9",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C19H22O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H26O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C20H26O5",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C18H34O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H21O6N1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C14H25O7N3",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C9H16O8S3",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C16H12O9",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C10H24O3N2S4",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C13H16O11",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C10H21O11P1",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C17H16O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C14H20O10",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C18H20O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C11H24O12",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C19H24O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H25O3N2P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C16H28O8",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C20H28O5",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C17H19O5N1S1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C12H18O2N2S4",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C15H10O10",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C16H14O9",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C10H23O11P1",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C17H18O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H22O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H26O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H30O8",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C20H30O5",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C11H12O1S6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C12H20O2N2S4",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C15H12O10",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C13H24O1N2S4",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C16H16O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C13H20O11",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C17H20O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H24O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H28O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H32O8",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C20H32O5",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C15H15O9N1",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C15H14O10",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C12H18O12",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C16H18O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C13H22O11",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C17H22O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H26O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H30O6",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C16H34O6S1",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C20H34O5",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C24H34O2",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C14H12O11",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C15H16O10",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C12H20O12",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C16H20O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C13H24O11",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C17H24O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H28O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H32O6",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C22H44O3",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C15H19O9N1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C18H31O6N1",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C14H14O11",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C18H14O8",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C15H18O10",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C12H22O12",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C16H22O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C20H22O6",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C17H26O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H30O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H34O6",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C16H29O6N3",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C18H33O6N1",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C10H17O12P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C17H12O9",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C14H16O11",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C18H16O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C15H20O10",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C12H24O12",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C16H24O9",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C20H24O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C17H28O8",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C21H28O5",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C18H32O7",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C14H7O9N3",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C18H35O6N1",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C10H20O6S2P2",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C10H19O12P1",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C17H14O9",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C18H18O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H22O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C12H26O12",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C16H26O9",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C20H26O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C21H30O5",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C10H8O9N2S2",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C9H17O9S2P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C12H14O9P2",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C13H20O2N2S4",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H12O10",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C10H21O12P1",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C17H16O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H20O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H24O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H28O9",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C20H28O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C10H10O11N2S1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C12H18O3N2S4",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C11H15O8N2S1P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C17H19O3S2P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C13H22O2N2S4",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H14O10",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C10H23O12P1",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C17H18O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H22O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C15H27O8P1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C19H26O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H30O9",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C20H30O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H12O6S1",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C15H12O11",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C19H12O8",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C16H17O8P1",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H16O10",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C13H20O12",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C17H20O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H24O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H28O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C20H32O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C17H36O6S1",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C15H14O11",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C12H22O5N2S3",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C16H18O10",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C13H22O12",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C17H22O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C14H26O11",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C18H26O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H30O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C20H34O6",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C14H12O12",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C18H12O9",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C15H16O11",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H16O8",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C12H20O13",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C16H20O10",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C13H24O12",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C17H24O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C21H24O6",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C18H28O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H32O7",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C17H31O6N3",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C17H10O10",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C14H19O4N2S2P1",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H14O9",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C15H18O11",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C19H18O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C12H22O13",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C16H22O10",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C16H26O4N2S2",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C20H22O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C13H26O12",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C17H26O9",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C21H26O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H30O8",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C21H12O5S1",1,"low backslope","Canopy","B",31.5,1,4,TRUE
"Y1","37","H2O","C18H16O9",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C15H20O11",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C19H20O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C12H24O13",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C16H24O10",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C20H24O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C17H28O9",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C21H28O6",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H32O8",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C18H35O7N1",1,"low backslope","Canopy","B",31.5,1,3,TRUE
"Y1","37","H2O","C14H22O2N2S4",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C17H14O10",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C11H26O4N2S4",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C11H23O12P1",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C18H18O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H22O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C20H26O7",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C21H30O6",1,"low backslope","Canopy","B",31.5,1,6,TRUE
"Y1","37","H2O","C20H12O6S1",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H12O11",1,"low backslope","Canopy","B",31.5,1,2,TRUE
"Y1","37","H2O","C17H16O10",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C21H16O7",1,"low backslope","Canopy","B",31.5,1,5,TRUE
"Y1","37","H2O","C18H20O7S1",1,"low backslope","Canopy","B",31.5,1,1,TRUE
"Y1","37","H2O","C18H20O9",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C19H24O8",1,"low backslope","Canopy","B",31.5,1,7,TRUE
"Y1","37","H2O","C16H28O10",1,"low backslope","Canopy","B",31.5,1,1,TRUE
