"Mass","formula","El_comp","HC","OC","AImod","NOSC","C","H","O","N","S","P","Class"
321.210519,"C16H34O4S1","CHOS",2.12,0.25,-0.2308,-1.5,16,34,4,0,1,0,"aliphatic"
322.078053,"C11H17O10N1","CHON",1.55,0.91,-0.4,0.5455,11,17,10,1,0,0,"aliphatic"
322.093242142857,"C15H17O7N1","CHON",1.13,0.47,0.3333,0,15,17,7,1,0,0,"unsaturated/lignin"
322.1143025,"C12H21O9N1","CHON",1.75,0.75,-0.3846,0,12,21,9,1,0,0,"aliphatic"
323.004547,"C13H8O10","CHO",0.62,0.77,0.625,0.9231,13,8,10,0,0,0,"aromatic"
323.019862,"C10H16O4N2S3","CHONS",1.6,0.4,-1,0.4,10,16,4,2,3,0,"aliphatic"
323.040874535714,"C14H12O9","CHO",0.86,0.64,0.4737,0.4286,14,12,9,0,0,0,"unsaturated/lignin"
323.0620025,"C11H16O11","CHO",1.45,1,-0.2727,0.5455,11,16,11,0,0,0,"unsaturated/lignin"
323.074778666667,"C19H16O3S1","CHOS",0.84,0.16,0.5758,-0.4211,19,16,3,0,1,0,"aromatic"
323.077285380952,"C15H16O8","CHO",1.07,0.53,0.3636,0,15,16,8,0,0,0,"unsaturated/lignin"
323.083592,"C11H21O5N2S1P1","CHONSP",1.91,0.45,-0.7778,-0.2727,11,21,5,2,1,1,"aliphatic"
323.088401,"C14H16O7N2","CHON",1.14,0.5,0.2941,0.2857,14,16,7,2,0,0,"unsaturated/lignin"
323.098413681818,"C12H20O10","CHO",1.67,0.83,-0.2857,0,12,20,10,0,0,0,"aliphatic"
323.113674428571,"C16H20O7","CHO",1.25,0.44,0.28,-0.375,16,20,7,0,0,0,"unsaturated/lignin"
323.134790333333,"C13H24O9","CHO",1.85,0.69,-0.2941,-0.4615,13,24,9,0,0,0,"aliphatic"
323.150058119048,"C17H24O6","CHO",1.41,0.35,0.2143,-0.7059,17,24,6,0,0,0,"unsaturated/lignin"
323.168700714286,"C18H28O3S1","CHOS",1.56,0.17,0.1613,-1.1111,18,28,3,0,1,0,"aliphatic"
323.171192,"C14H28O8","CHO",2,0.57,-0.3,-0.8571,14,28,8,0,0,0,"aliphatic"
323.186433315789,"C18H28O5","CHO",1.56,0.28,0.1613,-1,18,28,5,0,0,0,"aliphatic"
323.18977,"C15H32O5S1","CHOS",2.13,0.33,-0.3043,-1.3333,15,32,5,0,1,0,"aliphatic"
323.2228435,"C19H32O4","CHO",1.68,0.21,0.1176,-1.2632,19,32,4,0,0,0,"aliphatic"
323.295601,"C21H40O2","CHO",1.9,0.1,0.05,-1.7143,21,40,2,0,0,0,"aliphatic"
324.014933,"C16H7O7N1","CHON",0.44,0.44,0.8261,0.625,16,7,7,1,0,0,"condensed aromatic"
324.072471714286,"C14H15O8N1","CHON",1.07,0.57,0.3333,0.2857,14,15,8,1,0,0,"unsaturated/lignin"
324.0936445,"C11H19O10N1","CHON",1.73,0.91,-0.6,0.3636,11,19,10,1,0,0,"aliphatic"
324.108860769231,"C15H19O7N1","CHON",1.27,0.47,0.2381,-0.1333,15,19,7,1,0,0,"unsaturated/lignin"
324.130025,"C12H23O9N1","CHON",1.92,0.75,-0.5385,-0.1667,12,23,9,1,0,0,"aliphatic"
324.192911176471,"C16H27O4N3","CHON",1.69,0.25,0,-0.625,16,27,4,3,0,0,"aliphatic"
324.218032,"C18H31O4N1","CHON",1.72,0.22,0.0667,-1.1111,18,31,4,1,0,0,"aliphatic"
324.945444,"C7H8O7N2S1P2","CHONSP",1.14,1,1.6667,2,7,8,7,2,1,2,"condensed aromatic"
325.012843,"C14H15O3S2P1","CHOSP",1.07,0.21,0.3684,-0.3571,14,15,3,0,2,1,"unsaturated/lignin"
325.017758,"C10H18O2N2S4","CHONS",1.8,0.2,-1.3333,0,10,18,2,2,4,0,"aliphatic"
325.020185363636,"C13H10O10","CHO",0.77,0.77,0.5,0.7692,13,10,10,0,0,0,"unsaturated/lignin"
325.0353515,"C17H10O7","CHO",0.59,0.41,0.7037,0.2353,17,10,7,0,0,0,"condensed aromatic"
325.056552439024,"C14H14O9","CHO",1,0.64,0.3684,0.2857,14,14,9,0,0,0,"unsaturated/lignin"
325.071858666667,"C18H14O6","CHO",0.78,0.33,0.6,-0.1111,18,14,6,0,0,0,"aromatic"
325.077697142857,"C11H18O11","CHO",1.64,1,-0.4545,0.3636,11,18,11,0,0,0,"aliphatic"
325.092928261905,"C15H18O8","CHO",1.2,0.53,0.2727,-0.1333,15,18,8,0,0,0,"unsaturated/lignin"
325.108146,"C19H18O5","CHO",0.95,0.26,0.5152,-0.4211,19,18,5,0,0,0,"aromatic"
325.10845,"C12H26O2N2S3","CHONS",2.17,0.17,-0.8333,-0.8333,12,26,2,2,3,0,"aliphatic"
325.1140488,"C12H22O10","CHO",1.83,0.83,-0.4286,-0.1667,12,22,10,0,0,0,"aliphatic"
325.116938,"C11H23O7N2P1","CHONP",2.09,0.64,-1,-0.2727,11,23,7,2,0,1,"aliphatic"
325.129324619048,"C16H22O7","CHO",1.38,0.44,0.2,-0.5,16,22,7,0,0,0,"unsaturated/lignin"
325.14791625,"C17H26O4S1","CHOS",1.53,0.24,0.1429,-0.9412,17,26,4,0,1,0,"aliphatic"
325.165712785714,"C17H26O6","CHO",1.53,0.35,0.1429,-0.8235,17,26,6,0,0,0,"aliphatic"
325.184322404762,"C18H30O3S1","CHOS",1.67,0.17,0.0968,-1.2222,18,30,3,0,1,0,"aliphatic"
325.202085131579,"C18H30O5","CHO",1.67,0.28,0.0968,-1.1111,18,30,5,0,0,0,"aliphatic"
325.238490857143,"C19H34O4","CHO",1.79,0.21,0.0588,-1.3684,19,34,4,0,0,0,"aliphatic"
325.311184923077,"C21H42O2","CHO",2,0.1,0,-1.8095,21,42,2,0,0,0,"aliphatic"
326.051836333333,"C13H13O9N1","CHON",1,0.69,0.3333,0.6154,13,13,9,1,0,0,"unsaturated/lignin"
326.0882035,"C14H17O8N1","CHON",1.21,0.57,0.2222,0.1429,14,17,8,1,0,0,"unsaturated/lignin"
326.109302,"C11H21O10N1","CHON",1.91,0.91,-0.8,0.1818,11,21,10,1,0,0,"aliphatic"
326.124559,"C15H21O7N1","CHON",1.4,0.47,0.1429,-0.2667,15,21,7,1,0,0,"unsaturated/lignin"
326.197302,"C17H29O5N1","CHON",1.71,0.29,0.037,-0.9412,17,29,5,1,0,0,"aliphatic"
326.208564777778,"C16H29O4N3","CHON",1.81,0.25,-0.0909,-0.75,16,29,4,3,0,0,"aliphatic"
326.233737666667,"C18H33O4N1","CHON",1.83,0.22,0,-1.2222,18,33,4,1,0,0,"aliphatic"
326.927566,"C11H4O8S2","CHOS",0.36,0.73,0.8,1.4545,11,4,8,0,2,0,"condensed aromatic"
326.974209,"C10H4O11N2","CHON",0.4,1.1,1,2.4,10,4,11,2,0,0,"condensed aromatic"
326.975793,"C19H4O4S1","CHOS",0.21,0.21,0.9375,0.3158,19,4,4,0,1,0,"condensed aromatic"
327.035826363636,"C13H12O10","CHO",0.92,0.77,0.375,0.6154,13,12,10,0,0,0,"unsaturated/lignin"
327.036701,"C14H16O5S2","CHOS",1.14,0.36,0.2632,-0.1429,14,16,5,0,2,0,"unsaturated/lignin"
327.049483,"C11H21O5S2P1","CHOSP",1.91,0.45,-0.6364,-0.6364,11,21,5,0,2,1,"aliphatic"
327.050993888889,"C17H12O7","CHO",0.71,0.41,0.6296,0.1176,17,12,7,0,0,0,"aromatic"
327.051178,"C17H12O7","CHO",0.71,0.41,0.6296,0.1176,17,12,7,0,0,0,"aromatic"
327.072210095238,"C14H16O9","CHO",1.14,0.64,0.2632,0.1429,14,16,9,0,0,0,"unsaturated/lignin"
327.087408428571,"C18H16O6","CHO",0.89,0.33,0.5333,-0.2222,18,16,6,0,0,0,"aromatic"
327.087653,"C18H16O6","CHO",0.89,0.33,0.5333,-0.2222,18,16,6,0,0,0,"aromatic"
327.090851,"C15H20O6S1","CHOS",1.33,0.4,0.1818,-0.4,15,20,6,0,1,0,"unsaturated/lignin"
327.0933372,"C11H20O11","CHO",1.82,1,-0.6364,0.1818,11,20,11,0,0,0,"aliphatic"
327.108584571429,"C15H20O8","CHO",1.33,0.53,0.1818,-0.2667,15,20,8,0,0,0,"unsaturated/lignin"
327.123852357143,"C19H20O5","CHO",1.05,0.26,0.4545,-0.5263,19,20,5,0,0,0,"unsaturated/lignin"
327.127211,"C16H24O5S1","CHOS",1.5,0.31,0.12,-0.75,16,24,5,0,1,0,"aliphatic"
327.129721,"C12H24O10","CHO",2,0.83,-0.5714,-0.3333,12,24,10,0,0,0,"aliphatic"
327.132713,"C11H25O7N2P1","CHONP",2.27,0.64,-1.2222,-0.4545,11,25,7,2,0,1,"aliphatic"
327.144962261905,"C16H24O7","CHO",1.5,0.44,0.12,-0.625,16,24,7,0,0,0,"aliphatic"
327.160279,"C20H24O4","CHO",1.2,0.2,0.3889,-0.8,20,24,4,0,0,0,"unsaturated/lignin"
327.1636315,"C17H28O4S1","CHOS",1.65,0.24,0.0714,-1.0588,17,28,4,0,1,0,"aliphatic"
327.181353384615,"C17H28O6","CHO",1.65,0.35,0.0714,-0.9412,17,28,6,0,0,0,"aliphatic"
327.217749175,"C18H32O5","CHO",1.78,0.28,0.0323,-1.2222,18,32,5,0,0,0,"aliphatic"
327.254127458333,"C19H36O4","CHO",1.89,0.21,0,-1.4737,19,36,4,0,0,0,"aliphatic"
327.290406,"C20H40O3","CHO",2,0.15,-0.027,-1.7,20,40,3,0,0,0,"aliphatic"
327.931464,"C13H3O2N3S3","CHONS",0.23,0.15,1.1667,1.2308,13,3,2,3,3,0,"condensed aromatic"
328.017883,"C9H17O6N1S1P2","CHONSP",1.89,0.67,-2,0,9,17,6,1,1,2,"aliphatic"
328.067437333333,"C13H15O9N1","CHON",1.15,0.69,0.2,0.4615,13,15,9,1,0,0,"unsaturated/lignin"
328.12491,"C11H23O10N1","CHON",2.09,0.91,-1,0,11,23,10,1,0,0,"aliphatic"
328.151428166667,"C14H23O6N3","CHON",1.64,0.43,-0.125,-0.1429,14,23,6,3,0,0,"aliphatic"
328.187848857143,"C15H27O5N3","CHON",1.8,0.33,-0.1579,-0.5333,15,27,5,3,0,0,"aliphatic"
328.212948,"C17H31O5N1","CHON",1.82,0.29,-0.037,-1.0588,17,31,5,1,0,0,"aliphatic"
328.224221666667,"C16H31O4N3","CHON",1.94,0.25,-0.1818,-0.875,16,31,4,3,0,0,"aliphatic"
328.249376636364,"C18H35O4N1","CHON",1.94,0.22,-0.0667,-1.3333,18,35,4,1,0,0,"aliphatic"
328.924414625,"C10H2O11S1","CHOS",0.2,1.1,1,2.2,10,2,11,0,1,0,"condensed aromatic"
329.015108,"C12H10O11","CHO",0.83,0.92,0.3846,1,12,10,11,0,0,0,"unsaturated/lignin"
329.030365071429,"C16H10O8","CHO",0.62,0.5,0.6667,0.375,16,10,8,0,0,0,"condensed aromatic"
329.051481282051,"C13H14O10","CHO",1.08,0.77,0.25,0.4615,13,14,10,0,0,0,"unsaturated/lignin"
329.066731952381,"C17H14O7","CHO",0.82,0.41,0.5556,0,17,14,7,0,0,0,"aromatic"
329.066939,"C17H14O7","CHO",0.82,0.41,0.5556,0,17,14,7,0,0,0,"aromatic"
329.0700665,"C14H18O7S1","CHOS",1.29,0.5,0.1579,-0.1429,14,18,7,0,1,0,"unsaturated/lignin"
329.087842904762,"C14H18O9","CHO",1.29,0.64,0.1579,0,14,18,9,0,0,0,"unsaturated/lignin"
329.091196,"C11H22O9S1","CHOS",2,0.82,-0.8182,-0.1818,11,22,9,0,1,0,"aliphatic"
329.103128269231,"C18H18O6","CHO",1,0.33,0.4667,-0.3333,18,18,6,0,0,0,"unsaturated/lignin"
329.106467,"C15H22O6S1","CHOS",1.47,0.4,0.0909,-0.5333,15,22,6,0,1,0,"unsaturated/lignin"
329.10899,"C11H22O11","CHO",2,1,-0.8182,0,11,22,11,0,0,0,"aliphatic"
329.124235857143,"C15H22O8","CHO",1.47,0.53,0.0909,-0.4,15,22,8,0,0,0,"unsaturated/lignin"
329.139476758621,"C19H22O5","CHO",1.16,0.26,0.3939,-0.6316,19,22,5,0,0,0,"unsaturated/lignin"
329.160627380952,"C16H26O7","CHO",1.62,0.44,0.04,-0.75,16,26,7,0,0,0,"aliphatic"
329.175868068965,"C20H26O4","CHO",1.3,0.2,0.3333,-0.9,20,26,4,0,0,0,"unsaturated/lignin"
329.1969860625,"C17H30O6","CHO",1.76,0.35,0,-1.0588,17,30,6,0,0,0,"aliphatic"
329.226913,"C17H34O2N2S1","CHONS",2,0.12,-0.1538,-1.2941,17,34,2,2,1,0,"aliphatic"
329.233378547619,"C18H34O5","CHO",1.89,0.28,-0.0323,-1.3333,18,34,5,0,0,0,"aliphatic"
329.269779,"C19H38O4","CHO",2,0.21,-0.0588,-1.5789,19,38,4,0,0,0,"aliphatic"
330.119439,"C14H21O8N1","CHON",1.5,0.57,0,-0.1429,14,21,8,1,0,0,"aliphatic"
330.130697,"C13H21O7N3","CHON",1.62,0.54,-0.2308,0.1538,13,21,7,3,0,0,"aliphatic"
330.16711615,"C14H25O6N3","CHON",1.79,0.43,-0.25,-0.2857,14,25,6,3,0,0,"aliphatic"
330.192246785714,"C16H29O6N1","CHON",1.81,0.38,-0.0833,-0.875,16,29,6,1,0,0,"aliphatic"
330.203483444444,"C15H29O5N3","CHON",1.93,0.33,-0.2632,-0.6667,15,29,5,3,0,0,"aliphatic"
330.2286915,"C17H33O5N1","CHON",1.94,0.29,-0.1111,-1.1765,17,33,5,1,0,0,"aliphatic"
330.977349,"C12H12O5S3","CHOS",1,0.42,0.2308,0.3333,12,12,5,0,3,0,"unsaturated/lignin"
331.007102,"C19H8O4S1","CHOS",0.42,0.21,0.8125,0.1053,19,8,4,0,1,0,"condensed aromatic"
331.009563,"C15H8O9","CHO",0.53,0.6,0.7143,0.6667,15,8,9,0,0,0,"condensed aromatic"
331.01589,"C11H13O6N2S1P1","CHONSP",1.18,0.55,0,0.6364,11,13,6,2,1,1,"unsaturated/lignin"
331.030742,"C12H12O11","CHO",1,0.92,0.2308,0.8333,12,12,11,0,0,0,"unsaturated/lignin"
331.043487125,"C20H12O3S1","CHOS",0.6,0.15,0.7143,-0.2,20,12,3,0,1,0,"condensed aromatic"
331.045984791667,"C16H12O8","CHO",0.75,0.5,0.5833,0.25,16,12,8,0,0,0,"aromatic"
331.067096566667,"C13H16O10","CHO",1.23,0.77,0.125,0.3077,13,16,10,0,0,0,"unsaturated/lignin"
331.078392,"C12H16O9N2","CHON",1.33,0.75,-0.0909,0.6667,12,16,9,2,0,0,"unsaturated/lignin"
331.079966538462,"C10H21O10P1","CHOP",2.1,1,-1.25,-0.1,10,21,10,0,0,1,"aliphatic"
331.082363633333,"C17H16O7","CHO",0.94,0.41,0.4815,-0.1176,17,16,7,0,0,0,"unsaturated/lignin"
331.082579,"C17H16O7","CHO",0.94,0.41,0.4815,-0.1176,17,16,7,0,0,0,"unsaturated/lignin"
331.0856815,"C14H20O7S1","CHOS",1.43,0.5,0.0526,-0.2857,14,20,7,0,1,0,"unsaturated/lignin"
331.088191,"C10H20O12","CHO",2,1.2,-1.25,0.4,10,20,12,0,0,0,"aliphatic"
331.092114,"C10H25O4N2S2P1","CHONSP",2.5,0.4,-2.3333,-0.7,10,25,4,2,2,1,"aliphatic"
331.10351525,"C14H20O9","CHO",1.43,0.64,0.0526,-0.1429,14,20,9,0,0,0,"unsaturated/lignin"
331.118755457143,"C18H20O6","CHO",1.11,0.33,0.4,-0.4444,18,20,6,0,0,0,"unsaturated/lignin"
331.124597,"C11H24O11","CHO",2.18,1,-1,-0.1818,11,24,11,0,0,0,"aliphatic"
331.139863285714,"C15H24O8","CHO",1.6,0.53,0,-0.5333,15,24,8,0,0,0,"aliphatic"
331.155100222222,"C19H24O5","CHO",1.26,0.26,0.3333,-0.7368,19,24,5,0,0,0,"unsaturated/lignin"
331.176233692308,"C16H28O7","CHO",1.75,0.44,-0.04,-0.875,16,28,7,0,0,0,"aliphatic"
331.1915204375,"C20H28O4","CHO",1.4,0.2,0.2778,-1,20,28,4,0,0,0,"unsaturated/lignin"
331.212622,"C17H32O6","CHO",1.88,0.35,-0.0714,-1.1765,17,32,6,0,0,0,"aliphatic"
331.249063636364,"C18H36O5","CHO",2,0.28,-0.0968,-1.4444,18,36,5,0,0,0,"aliphatic"
332.017622,"C22H7O1N1S1","CHONS",0.32,0.05,0.8974,0,22,7,1,1,1,0,"condensed aromatic"
332.054045,"C12H16O8N1P1","CHONP",1.33,0.67,0,0.25,12,16,8,1,0,1,"unsaturated/lignin"
332.0751085,"C20H15O2N1S1","CHONS",0.75,0.1,0.6471,-0.3,20,15,2,1,1,0,"aromatic"
332.098629,"C13H19O9N1","CHON",1.46,0.69,-0.0667,0.1538,13,19,9,1,0,0,"unsaturated/lignin"
332.109996,"C12H19O8N3","CHON",1.58,0.67,-0.4,0.5,12,19,8,3,0,0,"aliphatic"
332.146398,"C13H23O7N3","CHON",1.77,0.54,-0.3846,0,13,23,7,3,0,0,"aliphatic"
332.1826755,"C14H27O6N3","CHON",1.93,0.43,-0.375,-0.4286,14,27,6,3,0,0,"aliphatic"
332.20789,"C16H31O6N1","CHON",1.94,0.38,-0.1667,-1,16,31,6,1,0,0,"aliphatic"
332.883993666667,"C9H2O8S3","CHOS",0.22,0.89,1,2.2222,9,2,8,0,3,0,"condensed aromatic"
332.979172571429,"C8H16O6S2P2","CHOSP",2,0.75,-5,0,8,16,6,0,2,2,"aliphatic"
333.022836833333,"C12H18O1N2S4","CHONS",1.5,0.08,-0.2727,-0.1667,12,18,1,2,4,0,"aliphatic"
333.02520625,"C15H10O9","CHO",0.67,0.6,0.619,0.5333,15,10,9,0,0,0,"aromatic"
333.025417,"C15H10O9","CHO",0.67,0.6,0.619,0.5333,15,10,9,0,0,0,"aromatic"
333.0464155,"C12H14O11","CHO",1.17,0.92,0.0769,0.6667,12,14,11,0,0,0,"unsaturated/lignin"
333.061610111111,"C16H14O8","CHO",0.88,0.5,0.5,0.125,16,14,8,0,0,0,"unsaturated/lignin"
333.08279,"C13H18O10","CHO",1.38,0.77,0,0.1538,13,18,10,0,0,0,"unsaturated/lignin"
333.095623294118,"C10H23O10P1","CHOP",2.3,1,-1.5,-0.3,10,23,10,0,0,1,"aliphatic"
333.098003648649,"C17H18O7","CHO",1.06,0.41,0.4074,-0.2353,17,18,7,0,0,0,"unsaturated/lignin"
333.134404153846,"C18H22O6","CHO",1.22,0.33,0.3333,-0.5556,18,22,6,0,0,0,"unsaturated/lignin"
333.149575,"C22H22O3","CHO",1,0.14,0.5122,-0.7273,22,22,3,0,0,0,"aromatic"
333.155518466667,"C15H26O8","CHO",1.73,0.53,-0.0909,-0.6667,15,26,8,0,0,0,"aliphatic"
333.170797454545,"C19H26O5","CHO",1.37,0.26,0.2727,-0.8421,19,26,5,0,0,0,"unsaturated/lignin"
333.207153193548,"C20H30O4","CHO",1.5,0.2,0.2222,-1.1,20,30,4,0,0,0,"aliphatic"
333.279985,"C22H38O2","CHO",1.73,0.09,0.1429,-1.5455,22,38,2,0,0,0,"aliphatic"
334.03315,"C22H9O1N1S1","CHONS",0.41,0.05,0.8462,-0.0909,22,9,1,1,1,0,"condensed aromatic"
334.056964,"C8H21O5N3S3","CHONS",2.62,0.62,17,0.5,8,21,5,3,3,0,"condensed aromatic"
334.068154,"C14H13O7N3","CHON",0.93,0.5,0.4667,0.7143,14,13,7,3,0,0,"unsaturated/lignin"
334.0932425,"C16H17O7N1","CHON",1.06,0.44,0.3913,0,16,17,7,1,0,0,"unsaturated/lignin"
334.105368,"C16H21O1N3S2","CHONS",1.31,0.06,0.2381,-0.375,16,21,1,3,2,0,"unsaturated/lignin"
334.114379,"C13H21O9N1","CHON",1.62,0.69,-0.2,0,13,21,9,1,0,0,"aliphatic"
334.125584,"C12H21O8N3","CHON",1.75,0.67,-0.6,0.3333,12,21,8,3,0,0,"aliphatic"
334.1772705,"C17H25O4N3","CHON",1.47,0.24,0.1667,-0.4706,17,25,4,3,0,0,"unsaturated/lignin"
334.926076647059,"C12H4O4N2S3","CHONS",0.33,0.33,1,1.3333,12,4,4,2,3,0,"condensed aromatic"
335.002873,"C8H17O8S2P1","CHOSP",2.12,1,-6,0.375,8,17,8,0,2,1,"aliphatic"
335.004567,"C14H8O10","CHO",0.57,0.71,0.6667,0.8571,14,8,10,0,0,0,"condensed aromatic"
335.010808,"C10H13O7N2S1P1","CHONSP",1.3,0.7,-0.6,0.9,10,13,7,2,1,1,"unsaturated/lignin"
335.019094,"C10H12O9N2S1","CHONS",1.2,0.9,-0.6,1.4,10,12,9,2,1,0,"unsaturated/lignin"
335.0385207,"C19H12O4S1","CHOS",0.63,0.21,0.6875,-0.1053,19,12,4,0,1,0,"condensed aromatic"
335.040892538462,"C15H12O9","CHO",0.8,0.6,0.5238,0.4,15,12,9,0,0,0,"aromatic"
335.061991,"C12H16O11","CHO",1.33,0.92,-0.0769,0.5,12,16,11,0,0,0,"unsaturated/lignin"
335.077279333333,"C16H16O8","CHO",1,0.5,0.4167,0,16,16,8,0,0,0,"unsaturated/lignin"
335.0984005,"C13H20O10","CHO",1.54,0.77,-0.125,0,13,20,10,0,0,0,"aliphatic"
335.113640952381,"C17H20O7","CHO",1.18,0.41,0.3333,-0.3529,17,20,7,0,0,0,"unsaturated/lignin"
335.134703,"C14H24O9","CHO",1.71,0.64,-0.1579,-0.4286,14,24,9,0,0,0,"aliphatic"
335.1500532,"C18H24O6","CHO",1.33,0.33,0.2667,-0.6667,18,24,6,0,0,0,"unsaturated/lignin"
335.171147333333,"C15H28O8","CHO",1.87,0.53,-0.1818,-0.8,15,28,8,0,0,0,"aliphatic"
335.186430027778,"C19H28O5","CHO",1.47,0.26,0.2121,-0.9474,19,28,5,0,0,0,"unsaturated/lignin"
335.222803761905,"C20H32O4","CHO",1.6,0.2,0.1667,-1.2,20,32,4,0,0,0,"aliphatic"
335.226163,"C17H36O4S1","CHOS",2.12,0.24,-0.2143,-1.5294,17,36,4,0,1,0,"aliphatic"
335.295615,"C22H40O2","CHO",1.82,0.09,0.0952,-1.6364,22,40,2,0,0,0,"aliphatic"
336.072522,"C15H15O8N1","CHON",1,0.53,0.4,0.2667,15,15,8,1,0,0,"unsaturated/lignin"
336.09363,"C12H19O10N1","CHON",1.58,0.83,-0.3333,0.3333,12,19,10,1,0,0,"aliphatic"
336.1088985,"C16H19O7N1","CHON",1.19,0.44,0.3043,-0.125,16,19,7,1,0,0,"unsaturated/lignin"
336.120064,"C15H19O6N3","CHON",1.27,0.4,0.2222,0.1333,15,19,6,3,0,0,"unsaturated/lignin"
336.327168,"C22H43O1N1","CHON",1.95,0.05,0.0244,-1.7273,22,43,1,1,0,0,"aliphatic"
336.945061692308,"C9H10O4N2S4","CHONS",1.11,0.44,-2,1.3333,9,10,4,2,4,0,"unsaturated/lignin"
337.017778933333,"C11H18O2N2S4","CHONS",1.64,0.18,-0.75,0,11,18,2,2,4,0,"aliphatic"
337.020112461538,"C14H10O10","CHO",0.71,0.71,0.5556,0.7143,14,10,10,0,0,0,"aromatic"
337.020319,"C14H10O10","CHO",0.71,0.71,0.5556,0.7143,14,10,10,0,0,0,"aromatic"
337.035407,"C18H10O7","CHO",0.56,0.39,0.7241,0.2222,18,10,7,0,0,0,"condensed aromatic"
337.035584,"C11H18O4N2S3","CHONS",1.64,0.36,-0.75,0.1818,11,18,4,2,3,0,"aliphatic"
337.054155857143,"C12H22O1N2S4","CHONS",1.83,0.08,-0.6364,-0.5,12,22,1,2,4,0,"aliphatic"
337.056543625,"C15H14O9","CHO",0.93,0.6,0.4286,0.2667,15,14,9,0,0,0,"unsaturated/lignin"
337.07175,"C19H14O6","CHO",0.74,0.32,0.625,-0.1053,19,14,6,0,0,0,"aromatic"
337.077651222222,"C12H18O11","CHO",1.5,0.92,-0.2308,0.3333,12,18,11,0,0,0,"aliphatic"
337.092940142857,"C16H18O8","CHO",1.12,0.5,0.3333,-0.125,16,18,8,0,0,0,"unsaturated/lignin"
337.104203,"C15H18O7N2","CHON",1.2,0.47,0.2632,0.1333,15,18,7,2,0,0,"unsaturated/lignin"
337.108164,"C20H18O5","CHO",0.9,0.25,0.5429,-0.4,20,18,5,0,0,0,"aromatic"
337.108342,"C13H26O2N2S3","CHONS",2,0.15,-0.5714,-0.7692,13,26,2,2,3,0,"aliphatic"
337.114027,"C13H22O10","CHO",1.69,0.77,-0.25,-0.1538,13,22,10,0,0,0,"aliphatic"
337.129300142857,"C17H22O7","CHO",1.29,0.41,0.2593,-0.4706,17,22,7,0,0,0,"unsaturated/lignin"
337.150492,"C14H26O9","CHO",1.86,0.64,-0.2632,-0.5714,14,26,9,0,0,0,"aliphatic"
337.165690707317,"C18H26O6","CHO",1.44,0.33,0.2,-0.7778,18,26,6,0,0,0,"unsaturated/lignin"
337.186799,"C15H30O8","CHO",2,0.53,-0.2727,-0.9333,15,30,8,0,0,0,"aliphatic"
337.202104117647,"C19H30O5","CHO",1.58,0.26,0.1515,-1.0526,19,30,5,0,0,0,"aliphatic"
337.205451,"C16H34O5S1","CHOS",2.12,0.31,-0.28,-1.375,16,34,5,0,1,0,"aliphatic"
337.238451,"C20H34O4","CHO",1.7,0.2,0.1111,-1.3,20,34,4,0,0,0,"aliphatic"
337.311255,"C22H42O2","CHO",1.91,0.09,0.0476,-1.7273,22,42,2,0,0,0,"aliphatic"
338.072857,"C11H17O11N1","CHON",1.55,1,-0.5556,0.7273,11,17,11,1,0,0,"aliphatic"
338.08815,"C15H17O8N1","CHON",1.13,0.53,0.3,0.1333,15,17,8,1,0,0,"unsaturated/lignin"
338.10928,"C12H21O10N1","CHON",1.75,0.83,-0.5,0.1667,12,21,10,1,0,0,"aliphatic"
338.145667,"C13H25O9N1","CHON",1.92,0.69,-0.4667,-0.3077,13,25,9,1,0,0,"aliphatic"
338.208532,"C17H29O4N3","CHON",1.71,0.24,0,-0.7059,17,29,4,3,0,0,"aliphatic"
338.996867,"C17H8O6S1","CHOS",0.47,0.35,0.7692,0.3529,17,8,6,0,1,0,"condensed aromatic"
339.014813,"C10H16O5N2S3","CHONS",1.6,0.5,-1.4,0.6,10,16,5,2,3,0,"aliphatic"
339.033398,"C11H20O2N2S4","CHONS",1.82,0.18,-1,-0.1818,11,20,2,2,4,0,"aliphatic"
339.035827733333,"C14H12O10","CHO",0.86,0.71,0.4444,0.5714,14,12,10,0,0,0,"unsaturated/lignin"
339.051004,"C18H12O7","CHO",0.67,0.39,0.6552,0.1111,18,12,7,0,0,0,"aromatic"
339.051271,"C11H20O4N2S3","CHONS",1.82,0.36,-1,0,11,20,4,2,3,0,"aliphatic"
339.059832,"C10H17O9N2P1","CHONP",1.7,0.9,-1.4,0.7,10,17,9,2,0,1,"aliphatic"
339.072180547619,"C15H16O9","CHO",1.07,0.6,0.3333,0.1333,15,16,9,0,0,0,"unsaturated/lignin"
339.087705,"C19H16O6","CHO",0.84,0.32,0.5625,-0.2105,19,16,6,0,0,0,"aromatic"
339.093313,"C12H20O11","CHO",1.67,0.92,-0.3846,0.1667,12,20,11,0,0,0,"aliphatic"
339.108563365854,"C16H20O8","CHO",1.25,0.5,0.25,-0.25,16,20,8,0,0,0,"unsaturated/lignin"
339.123815,"C20H20O5","CHO",1,0.25,0.4857,-0.5,20,20,5,0,0,0,"unsaturated/lignin"
339.129625,"C13H24O10","CHO",1.85,0.77,-0.375,-0.3077,13,24,10,0,0,0,"aliphatic"
339.144962309524,"C17H24O7","CHO",1.41,0.41,0.1852,-0.5882,17,24,7,0,0,0,"unsaturated/lignin"
339.166116,"C14H28O9","CHO",2,0.64,-0.3684,-0.7143,14,28,9,0,0,0,"aliphatic"
