"Mass","formula","El_comp","HC","OC","AImod","NOSC","C","H","O","N","S","P","Class"
381.337323666667,"C24H46O3","CHO",1.92,0.12,0.0222,-1.6667,24,46,3,0,0,0,"aliphatic"
381.337533,"C24H46O3","CHO",1.92,0.12,0.0222,-1.6667,24,46,3,0,0,0,"aliphatic"
382.221119857143,"C24H33O1N1S1","CHONS",1.38,0.04,0.3023,-1.0833,24,33,1,1,1,0,"unsaturated/lignin"
382.989163,"C14H8O13","CHO",0.57,0.93,0.6,1.2857,14,8,13,0,0,0,"aromatic"
383.002,"C22H8O5S1","CHOS",0.36,0.23,0.8378,0.1818,22,8,5,0,1,0,"condensed aromatic"
383.0233425,"C12H20O4N2S4","CHONS",1.67,0.33,-1,0.1667,12,20,4,2,4,0,"aliphatic"
383.0254985,"C15H12O12","CHO",0.8,0.8,0.4444,0.8,15,12,12,0,0,0,"unsaturated/lignin"
383.025715333333,"C15H12O12","CHO",0.8,0.8,0.4444,0.8,15,12,12,0,0,0,"unsaturated/lignin"
383.038297,"C23H12O4S1","CHOS",0.52,0.17,0.75,-0.087,23,12,4,0,1,0,"condensed aromatic"
383.040831,"C19H12O9","CHO",0.63,0.47,0.6552,0.3158,19,12,9,0,0,0,"aromatic"
383.059568,"C20H16O6S1","CHOS",0.8,0.3,0.5625,-0.1,20,16,6,0,1,0,"aromatic"
383.06200609375,"C16H16O11","CHO",1,0.69,0.3333,0.375,16,16,11,0,0,0,"unsaturated/lignin"
383.07722075,"C20H16O8","CHO",0.8,0.4,0.5625,0,20,16,8,0,0,0,"aromatic"
383.077428,"C20H16O8","CHO",0.8,0.4,0.5625,0,20,16,8,0,0,0,"aromatic"
383.098353567567,"C17H20O10","CHO",1.18,0.59,0.25,0,17,20,10,0,0,0,"unsaturated/lignin"
383.1136076,"C21H20O7","CHO",0.95,0.33,0.4857,-0.2857,21,20,7,0,0,0,"unsaturated/lignin"
383.113804,"C21H20O7","CHO",0.95,0.33,0.4857,-0.2857,21,20,7,0,0,0,"unsaturated/lignin"
383.117068,"C18H24O7S1","CHOS",1.33,0.39,0.1852,-0.4444,18,24,7,0,1,0,"unsaturated/lignin"
383.119499333333,"C14H24O12","CHO",1.71,0.86,-0.375,0,14,24,12,0,0,0,"aliphatic"
383.126444,"C18H25O7P1","CHOP",1.39,0.39,0.1852,-0.6111,18,25,7,0,0,1,"unsaturated/lignin"
383.1347555,"C18H24O9","CHO",1.33,0.5,0.1852,-0.3333,18,24,9,0,0,0,"unsaturated/lignin"
383.147497,"C26H24O1S1","CHOS",0.92,0.04,0.551,-0.7692,26,24,1,0,1,0,"aromatic"
383.1499274,"C22H24O6","CHO",1.09,0.27,0.4211,-0.5455,22,24,6,0,0,0,"unsaturated/lignin"
383.150196333333,"C22H24O6","CHO",1.09,0.27,0.4211,-0.5455,22,24,6,0,0,0,"unsaturated/lignin"
383.171148238095,"C19H28O8","CHO",1.47,0.42,0.1333,-0.6316,19,28,8,0,0,0,"unsaturated/lignin"
383.207532352941,"C20H32O7","CHO",1.6,0.35,0.0909,-0.9,20,32,7,0,0,0,"aliphatic"
383.222671,"C24H32O4","CHO",1.33,0.17,0.3182,-1,24,32,4,0,0,0,"unsaturated/lignin"
383.243877,"C21H36O6","CHO",1.71,0.29,0.0556,-1.1429,21,36,6,0,0,0,"aliphatic"
383.28039,"C22H40O5","CHO",1.82,0.23,0.0256,-1.3636,22,40,5,0,0,0,"aliphatic"
383.3166065,"C23H44O4","CHO",1.91,0.17,0,-1.5652,23,44,4,0,0,0,"aliphatic"
384.114812,"C13H23O12N1","CHON",1.77,0.92,-0.6667,0.3077,13,23,12,1,0,0,"aliphatic"
384.151144,"C14H27O11N1","CHON",1.93,0.79,-0.6,-0.1429,14,27,11,1,0,0,"aliphatic"
384.977997,"C17H10O3N2S3","CHONS",0.59,0.18,0.7143,0.4706,17,10,3,2,3,0,"condensed aromatic"
385.017837,"C11H15O13P1","CHOP",1.36,1.18,-0.7143,1,11,15,13,0,0,1,"unsaturated/lignin"
385.0387605,"C19H14O7S1","CHOS",0.74,0.37,0.5862,0.1053,19,14,7,0,1,0,"aromatic"
385.041236722222,"C15H14O12","CHO",0.93,0.8,0.3333,0.6667,15,14,12,0,0,0,"unsaturated/lignin"
385.051558,"C16H19O7S1P1","CHOSP",1.19,0.44,0.2381,-0.1875,16,19,7,0,1,1,"unsaturated/lignin"
385.056424625,"C19H14O9","CHO",0.74,0.47,0.5862,0.2105,19,14,9,0,0,0,"aromatic"
385.056638,"C19H14O9","CHO",0.74,0.47,0.5862,0.2105,19,14,9,0,0,0,"aromatic"
385.072822,"C13H23O9S1P1","CHOSP",1.77,0.69,-0.5385,-0.2308,13,23,9,0,1,1,"aliphatic"
385.077687029412,"C16H18O11","CHO",1.12,0.69,0.2381,0.25,16,18,11,0,0,0,"unsaturated/lignin"
385.0928989375,"C20H18O8","CHO",0.9,0.4,0.5,-0.1,20,18,8,0,0,0,"unsaturated/lignin"
385.093124,"C20H18O8","CHO",0.9,0.4,0.5,-0.1,20,18,8,0,0,0,"unsaturated/lignin"
385.0987985,"C13H22O13","CHO",1.69,1,-0.5385,0.3077,13,22,13,0,0,0,"aliphatic"
385.114035583333,"C17H22O10","CHO",1.29,0.59,0.1667,-0.1176,17,22,10,0,0,0,"unsaturated/lignin"
385.129265263158,"C21H22O7","CHO",1.05,0.33,0.4286,-0.381,21,22,7,0,0,0,"unsaturated/lignin"
385.129478,"C21H22O7","CHO",1.05,0.33,0.4286,-0.381,21,22,7,0,0,0,"unsaturated/lignin"
385.1351675,"C14H26O12","CHO",1.86,0.86,-0.5,-0.1429,14,26,12,0,0,0,"aliphatic"
385.150410333333,"C18H26O9","CHO",1.44,0.5,0.1111,-0.4444,18,26,9,0,0,0,"unsaturated/lignin"
385.165718285714,"C22H26O6","CHO",1.18,0.27,0.3684,-0.6364,22,26,6,0,0,0,"unsaturated/lignin"
385.178567405405,"C19H31O6P1","CHOP",1.63,0.32,0.0667,-1,19,31,6,0,0,1,"aliphatic"
385.186815628571,"C19H30O8","CHO",1.58,0.42,0.0667,-0.7368,19,30,8,0,0,0,"aliphatic"
385.202020733333,"C23H30O5","CHO",1.3,0.22,0.3171,-0.8696,23,30,5,0,0,0,"unsaturated/lignin"
385.22316856,"C20H34O7","CHO",1.7,0.35,0.0303,-1,20,34,7,0,0,0,"aliphatic"
385.238464666667,"C24H34O4","CHO",1.42,0.17,0.2727,-1.0833,24,34,4,0,0,0,"unsaturated/lignin"
385.259592,"C21H38O6","CHO",1.81,0.29,0,-1.2381,21,38,6,0,0,0,"aliphatic"
386.25481725,"C20H37O6N1","CHON",1.85,0.3,-0.0625,-1.1,20,37,6,1,0,0,"aliphatic"
386.994536,"C14H13O9S1P1","CHOSP",0.93,0.64,0.3333,0.5,14,13,9,0,1,1,"unsaturated/lignin"
386.996906,"C21H8O6S1","CHOS",0.38,0.29,0.8235,0.2857,21,8,6,0,1,0,"condensed aromatic"
387.003547,"C15H16O6S3","CHOS",1.07,0.4,0.2222,0.1333,15,16,6,0,3,0,"unsaturated/lignin"
387.033368333333,"C11H17O13P1","CHOP",1.55,1.18,-1,0.8182,11,17,13,0,0,1,"aliphatic"
387.033598,"C22H12O5S1","CHOS",0.55,0.23,0.7297,0,22,12,5,0,1,0,"condensed aromatic"
387.035738285714,"C18H12O10","CHO",0.67,0.56,0.6154,0.4444,18,12,10,0,0,0,"aromatic"
387.035945,"C18H12O10","CHO",0.67,0.56,0.6154,0.4444,18,12,10,0,0,0,"aromatic"
387.051348,"C15H20O4N2S3","CHONS",1.33,0.27,0,0,15,20,4,2,3,0,"unsaturated/lignin"
387.056922285714,"C15H16O12","CHO",1.07,0.8,0.2222,0.5333,15,16,12,0,0,0,"unsaturated/lignin"
387.06956125,"C23H16O4S1","CHOS",0.7,0.17,0.65,-0.2609,23,16,4,0,1,0,"aromatic"
387.072061636364,"C19H16O9","CHO",0.84,0.47,0.5172,0.1053,19,16,9,0,0,0,"aromatic"
387.072412,"C19H16O9","CHO",0.84,0.47,0.5172,0.1053,19,16,9,0,0,0,"aromatic"
387.078009,"C12H20O14","CHO",1.67,1.17,-0.8,0.6667,12,20,14,0,0,0,"aliphatic"
387.093339294118,"C16H20O11","CHO",1.25,0.69,0.1429,0.125,16,20,11,0,0,0,"unsaturated/lignin"
387.09725302439,"C16H25O3N2S2P1","CHONSP",1.56,0.19,-0.0526,-0.5625,16,25,3,2,2,1,"aliphatic"
387.106088,"C24H20O3S1","CHOS",0.83,0.12,0.5814,-0.5,24,20,3,0,1,0,"aromatic"
387.108559862069,"C20H20O8","CHO",1,0.4,0.4375,-0.2,20,20,8,0,0,0,"unsaturated/lignin"
387.111566,"C19H21O5N2P1","CHONP",1.11,0.26,0.4074,-0.2632,19,21,5,2,0,1,"unsaturated/lignin"
387.11439,"C13H24O13","CHO",1.85,1,-0.6923,0.1538,13,24,13,0,0,0,"aliphatic"
387.129715916667,"C17H24O10","CHO",1.41,0.59,0.0833,-0.2353,17,24,10,0,0,0,"unsaturated/lignin"
387.144933,"C21H24O7","CHO",1.14,0.33,0.3714,-0.4762,21,24,7,0,0,0,"unsaturated/lignin"
387.145248,"C21H24O7","CHO",1.14,0.33,0.3714,-0.4762,21,24,7,0,0,0,"unsaturated/lignin"
387.16605628,"C18H28O9","CHO",1.56,0.5,0.037,-0.5556,18,28,9,0,0,0,"aliphatic"
387.178967,"C15H33O9P1","CHOP",2.2,0.6,-0.5789,-1,15,33,9,0,0,1,"aliphatic"
387.18130990625,"C22H28O6","CHO",1.27,0.27,0.3158,-0.7273,22,28,6,0,0,0,"unsaturated/lignin"
387.20244456,"C19H32O8","CHO",1.68,0.42,0,-0.8421,19,32,8,0,0,0,"aliphatic"
387.21777,"C23H32O5","CHO",1.39,0.22,0.2683,-0.9565,23,32,5,0,0,0,"unsaturated/lignin"
387.238862,"C20H36O7","CHO",1.8,0.35,-0.0303,-1.1,20,36,7,0,0,0,"aliphatic"
387.25406025,"C24H36O4","CHO",1.5,0.17,0.2273,-1.1667,24,36,4,0,0,0,"aliphatic"
388.080071,"C26H15O1N1S1","CHONS",0.58,0.04,0.7447,-0.3077,26,15,1,1,1,0,"condensed aromatic"
388.099764,"C14H19O10N3","CHON",1.36,0.71,-0.1667,0.7143,14,19,10,3,0,0,"unsaturated/lignin"
388.128191,"C13H27O10N1S1","CHONS",2.08,0.77,-1,-0.1538,13,27,10,1,1,0,"aliphatic"
388.172483,"C16H27O8N3","CHON",1.69,0.5,-0.2222,-0.125,16,27,8,3,0,0,"aliphatic"
388.233997,"C19H35O7N1","CHON",1.84,0.37,-0.1034,-0.9474,19,35,7,1,0,0,"aliphatic"
388.2703834375,"C20H39O6N1","CHON",1.95,0.3,-0.125,-1.2,20,39,6,1,0,0,"aliphatic"
388.919337,"C14H4O6N2S1P2","CHONSP",0.29,0.43,1.1667,1.1429,14,4,6,2,1,2,"condensed aromatic"
389.012665736842,"C21H10O6S1","CHOS",0.48,0.29,0.7647,0.1905,21,10,6,0,1,0,"condensed aromatic"
389.013073,"C13H16O6N2S1P2","CHONSP",1.23,0.46,0,0.3077,13,16,6,2,1,2,"unsaturated/lignin"
389.015016,"C17H10O11","CHO",0.59,0.65,0.6522,0.7059,17,10,11,0,0,0,"aromatic"
389.030246,"C21H10O8","CHO",0.48,0.38,0.7647,0.2857,21,10,8,0,0,0,"condensed aromatic"
389.0490206,"C11H19O13P1","CHOP",1.73,1.18,-1.2857,0.6364,11,19,13,0,0,1,"aliphatic"
389.05135525,"C18H14O10","CHO",0.78,0.56,0.5385,0.3333,18,14,10,0,0,0,"aromatic"
389.0516245,"C18H14O10","CHO",0.78,0.56,0.5385,0.3333,18,14,10,0,0,0,"aromatic"
389.072595,"C15H18O12","CHO",1.2,0.8,0.1111,0.4,15,18,12,0,0,0,"unsaturated/lignin"
389.076502484849,"C15H23O4N2S2P1","CHONSP",1.53,0.27,-0.125,-0.3333,15,23,4,2,2,1,"aliphatic"
389.085445538461,"C12H23O12P1","CHOP",1.92,1,-1,0.0833,12,23,12,0,0,1,"aliphatic"
389.087789517241,"C19H18O9","CHO",0.95,0.47,0.4483,0,19,18,9,0,0,0,"unsaturated/lignin"
389.087995,"C19H18O9","CHO",0.95,0.47,0.4483,0,19,18,9,0,0,0,"unsaturated/lignin"
389.091075,"C16H22O9S1","CHOS",1.38,0.56,0.0476,-0.125,16,22,9,0,1,0,"unsaturated/lignin"
389.093685,"C12H22O14","CHO",1.83,1.17,-1,0.5,12,22,14,0,0,0,"aliphatic"
389.09409232,"C15H23O6N2S1P1","CHONSP",1.53,0.4,-0.125,-0.2,15,23,6,2,1,1,"aliphatic"
389.108944875,"C16H22O11","CHO",1.38,0.69,0.0476,0,16,22,11,0,0,0,"unsaturated/lignin"
389.124209540541,"C20H22O8","CHO",1.1,0.4,0.375,-0.3,20,22,8,0,0,0,"unsaturated/lignin"
389.127589,"C17H26O8S1","CHOS",1.53,0.47,0,-0.4706,17,26,8,0,1,0,"aliphatic"
389.130079,"C13H26O13","CHO",2,1,-0.8462,0,13,26,13,0,0,0,"aliphatic"
389.1453425,"C17H26O10","CHO",1.53,0.59,0,-0.3529,17,26,10,0,0,0,"aliphatic"
389.1605991,"C21H26O7","CHO",1.24,0.33,0.3143,-0.5714,21,26,7,0,0,0,"unsaturated/lignin"
389.181691714286,"C18H30O9","CHO",1.67,0.5,-0.037,-0.6667,18,30,9,0,0,0,"aliphatic"
389.196980702703,"C22H30O6","CHO",1.36,0.27,0.2632,-0.8182,22,30,6,0,0,0,"unsaturated/lignin"
389.218176,"C19H34O8","CHO",1.79,0.42,-0.0667,-0.9474,19,34,8,0,0,0,"aliphatic"
389.2332844,"C23H34O5","CHO",1.48,0.22,0.2195,-1.0435,23,34,5,0,0,0,"unsaturated/lignin"
389.290746,"C21H42O6","CHO",2,0.29,-0.1111,-1.4286,21,42,6,0,0,0,"aliphatic"
390.083066,"C18H17O9N1","CHON",0.94,0.5,0.44,0.2222,18,17,9,1,0,0,"unsaturated/lignin"
390.167098585366,"C19H25O6N3","CHON",1.32,0.32,0.2308,-0.2105,19,25,6,3,0,0,"unsaturated/lignin"
390.170380666667,"C16H29O6N3S1","CHONS",1.81,0.38,-0.3333,-0.375,16,29,6,3,1,0,"aliphatic"
390.239757,"C21H33O4N3","CHON",1.57,0.19,0.125,-0.7619,21,33,4,3,0,0,"aliphatic"
390.925451,"C14H5O6N2S2P1","CHONSP",0.36,0.43,1,1.2143,14,5,6,2,2,1,"condensed aromatic"
390.9919225,"C13H16O4N2S4","CHONS",1.23,0.31,-0.2,0.4615,13,16,4,2,4,0,"unsaturated/lignin"
391.028331,"C21H12O6S1","CHOS",0.57,0.29,0.7059,0.0952,21,12,6,0,1,0,"condensed aromatic"
391.030765333333,"C17H12O11","CHO",0.71,0.65,0.5652,0.5882,17,12,11,0,0,0,"aromatic"
391.035989,"C23H8O5N2","CHON",0.35,0.22,0.8919,0.3478,23,8,5,2,0,0,"condensed aromatic"
391.049458,"C11H24O5N2S4","CHONS",2.18,0.45,-3,0,11,24,5,2,4,0,"aliphatic"
391.06470912,"C11H21O13P1","CHOP",1.91,1.18,-1.5714,0.4545,11,21,13,0,0,1,"aliphatic"
391.06708856,"C18H16O10","CHO",0.89,0.56,0.4615,0.2222,18,16,10,0,0,0,"unsaturated/lignin"
391.07038,"C15H20O10S1","CHOS",1.33,0.67,0,0.1333,15,20,10,0,1,0,"unsaturated/lignin"
391.10111416,"C12H25O12P1","CHOP",2.08,1,-1.2,-0.0833,12,25,12,0,0,1,"aliphatic"
391.103443947368,"C19H20O9","CHO",1.05,0.47,0.3793,-0.1053,19,20,9,0,0,0,"unsaturated/lignin"
391.109349,"C12H24O14","CHO",2,1.17,-1.2,0.3333,12,24,14,0,0,0,"aliphatic"
391.1246395,"C16H24O11","CHO",1.5,0.69,-0.0476,-0.125,16,24,11,0,0,0,"aliphatic"
391.139874928571,"C20H24O8","CHO",1.2,0.4,0.3125,-0.4,20,24,8,0,0,0,"unsaturated/lignin"
391.152732,"C17H29O8P1","CHOP",1.71,0.47,-0.0833,-0.7647,17,29,8,0,0,1,"aliphatic"
391.160989,"C17H28O10","CHO",1.65,0.59,-0.0833,-0.4706,17,28,10,0,0,0,"aliphatic"
391.171365,"C18H33O5S1P1","CHOSP",1.83,0.28,-0.1111,-1.1667,18,33,5,0,1,1,"aliphatic"
391.176131894737,"C21H28O7","CHO",1.33,0.33,0.2571,-0.6667,21,28,7,0,0,0,"unsaturated/lignin"
391.1973384,"C18H32O9","CHO",1.78,0.5,-0.1111,-0.7778,18,32,9,0,0,0,"aliphatic"
391.212627730769,"C22H32O6","CHO",1.45,0.27,0.2105,-0.9091,22,32,6,0,0,0,"unsaturated/lignin"
391.249043666667,"C23H36O5","CHO",1.57,0.22,0.1707,-1.1304,23,36,5,0,0,0,"aliphatic"
392.106637333333,"C12H29O7N1S1P2","CHONSP",2.42,0.58,-1.6667,-0.8333,12,29,7,1,1,2,"aliphatic"
392.1350625,"C19H23O8N1","CHON",1.21,0.42,0.2857,-0.2105,19,23,8,1,0,0,"unsaturated/lignin"
392.182728866667,"C19H27O6N3","CHON",1.42,0.32,0.1538,-0.3158,19,27,6,3,0,0,"unsaturated/lignin"
392.962919,"C19H7O6S1P1","CHOSP",0.37,0.32,0.8571,0.3684,19,7,6,0,1,1,"condensed aromatic"
393.007599424242,"C20H10O7S1","CHOS",0.5,0.35,0.7419,0.3,20,10,7,0,1,0,"condensed aromatic"
393.043947392857,"C21H14O6S1","CHOS",0.67,0.29,0.6471,0,21,14,6,0,1,0,"aromatic"
393.046313857143,"C17H14O11","CHO",0.82,0.65,0.4783,0.4706,17,14,11,0,0,0,"unsaturated/lignin"
393.0465255,"C17H14O11","CHO",0.82,0.65,0.4783,0.4706,17,14,11,0,0,0,"unsaturated/lignin"
393.051787,"C23H10O5N2","CHON",0.43,0.22,0.8378,0.2609,23,10,5,2,0,0,"condensed aromatic"
393.061703,"C21H14O8","CHO",0.67,0.38,0.6471,0.0952,21,14,8,0,0,0,"aromatic"
393.0650915,"C11H26O5N2S4","CHONS",2.36,0.45,-3.4,-0.1818,11,26,5,2,4,0,"aliphatic"
393.0708236,"C11H22O13S1","CHOS",2,1.18,-1.8571,0.5455,11,22,13,0,1,0,"aliphatic"
393.0803986,"C11H23O13P1","CHOP",2.09,1.18,-1.8571,0.2727,11,23,13,0,0,1,"aliphatic"
393.082714676471,"C18H18O10","CHO",1,0.56,0.3846,0.1111,18,18,10,0,0,0,"unsaturated/lignin"
393.08297,"C18H18O10","CHO",1,0.56,0.3846,0.1111,18,18,10,0,0,0,"unsaturated/lignin"
393.086098,"C15H22O10S1","CHOS",1.47,0.67,-0.1111,0,15,22,10,0,1,0,"unsaturated/lignin"
393.095599,"C15H23O10P1","CHOP",1.53,0.67,-0.1111,-0.2,15,23,10,0,0,1,"aliphatic"
393.097862,"C22H18O7","CHO",0.82,0.32,0.5676,-0.1818,22,18,7,0,0,0,"aromatic"
393.098218,"C22H18O7","CHO",0.82,0.32,0.5676,-0.1818,22,18,7,0,0,0,"aromatic"
393.103749,"C15H22O12","CHO",1.47,0.8,-0.1111,0.1333,15,22,12,0,0,0,"unsaturated/lignin"
393.11674,"C12H27O12P1","CHOP",2.25,1,-1.4,-0.25,12,27,12,0,0,1,"aliphatic"
393.119126047619,"C19H22O9","CHO",1.16,0.47,0.3103,-0.2105,19,22,9,0,0,0,"unsaturated/lignin"
393.122205,"C18H23O6N2P1","CHONP",1.28,0.33,0.25,-0.2778,18,23,6,2,0,1,"unsaturated/lignin"
393.135077,"C15H28O6N2P2","CHONP",1.87,0.4,-0.375,-0.6667,15,28,6,2,0,2,"aliphatic"
393.140264,"C16H26O11","CHO",1.62,0.69,-0.1429,-0.25,16,26,11,0,0,0,"aliphatic"
393.155473926829,"C20H26O8","CHO",1.3,0.4,0.25,-0.5,20,26,8,0,0,0,"unsaturated/lignin"
393.176582,"C17H30O10","CHO",1.76,0.59,-0.1667,-0.5882,17,30,10,0,0,0,"aliphatic"
393.191885820513,"C21H30O7","CHO",1.43,0.33,0.2,-0.7619,21,30,7,0,0,0,"unsaturated/lignin"
393.213056,"C18H34O9","CHO",1.89,0.5,-0.1852,-0.8889,18,34,9,0,0,0,"aliphatic"
393.228240066667,"C22H34O6","CHO",1.55,0.27,0.1579,-1,22,34,6,0,0,0,"aliphatic"
393.285797,"C20H42O7","CHO",2.1,0.35,-0.2121,-1.4,20,42,7,0,0,0,"aliphatic"
394.047057,"C22H9O5N3","CHON",0.41,0.23,0.8788,0.4545,22,9,5,3,0,0,"condensed aromatic"
394.112041,"C11H26O12N1P1","CHONP",2.36,1.09,-2.6667,0.0909,11,26,12,1,0,1,"aliphatic"
394.150651,"C19H25O8N1","CHON",1.32,0.42,0.2143,-0.3158,19,25,8,1,0,0,"unsaturated/lignin"
394.161996333333,"C18H25O7N3","CHON",1.39,0.39,0.1304,-0.1111,18,25,7,3,0,0,"unsaturated/lignin"
394.82440025,"C9H4O2N2S7","CHONS",0.44,0.22,1,2.2222,9,4,2,2,7,0,"condensed aromatic"
394.84634575,"C14H4O2S6","CHOS",0.29,0.14,0.8571,0.8571,14,4,2,0,6,0,"condensed aromatic"
394.939191,"C12H12O7S4","CHOS",1,0.58,-0.1111,0.8333,12,12,7,0,4,0,"unsaturated/lignin"
394.971533,"C15H8O11S1","CHOS",0.53,0.73,0.6471,1.0667,15,8,11,0,1,0,"aromatic"
394.975620814815,"C13H16O6S4","CHOS",1.23,0.46,-0.1667,0.3077,13,16,6,0,4,0,"unsaturated/lignin"
394.986663,"C19H8O8S1","CHOS",0.42,0.42,0.7857,0.5263,19,8,8,0,1,0,"condensed aromatic"
395.0232210625,"C20H12O7S1","CHOS",0.6,0.35,0.6774,0.2,20,12,7,0,1,0,"condensed aromatic"
395.025868,"C16H12O12","CHO",0.75,0.75,0.5,0.75,16,12,12,0,0,0,"unsaturated/lignin"
395.0408245,"C20H12O9","CHO",0.6,0.45,0.6774,0.3,20,12,9,0,0,0,"condensed aromatic"
395.059580875,"C21H16O6S1","CHOS",0.76,0.29,0.5882,-0.0952,21,16,6,0,1,0,"aromatic"
395.06195964,"C17H16O11","CHO",0.94,0.65,0.3913,0.3529,17,16,11,0,0,0,"unsaturated/lignin"
395.062226,"C17H16O11","CHO",0.94,0.65,0.3913,0.3529,17,16,11,0,0,0,"unsaturated/lignin"
395.073249,"C16H16O10N2","CHON",1,0.62,0.3333,0.625,16,16,10,2,0,0,"unsaturated/lignin"
395.095958,"C11H25O13P1","CHOP",2.27,1.18,-2.1429,0.0909,11,25,13,0,0,1,"aliphatic"
395.098396947368,"C18H20O10","CHO",1.11,0.56,0.3077,0,18,20,10,0,0,0,"unsaturated/lignin"
395.111278,"C15H25O10P1","CHOP",1.67,0.67,-0.2222,-0.3333,15,25,10,0,0,1,"aliphatic"
395.134749119048,"C19H24O9","CHO",1.26,0.47,0.2414,-0.3158,19,24,9,0,0,0,"unsaturated/lignin"
395.155926,"C16H28O11","CHO",1.75,0.69,-0.2381,-0.375,16,28,11,0,0,0,"aliphatic"
395.171156682927,"C20H28O8","CHO",1.4,0.4,0.1875,-0.6,20,28,8,0,0,0,"unsaturated/lignin"
395.192286,"C17H32O10","CHO",1.88,0.59,-0.25,-0.7059,17,32,10,0,0,0,"aliphatic"
395.207545892857,"C21H32O7","CHO",1.52,0.33,0.1429,-0.8571,21,32,7,0,0,0,"aliphatic"
395.231655,"C17H37O6N2P1","CHONP",2.18,0.35,-0.4545,-1.1176,17,37,6,2,0,1,"aliphatic"
395.239919,"C17H36O8N2","CHON",2.12,0.47,-0.4545,-0.8235,17,36,8,2,0,0,"aliphatic"
395.243821,"C22H36O6","CHO",1.64,0.27,0.1053,-1.0909,22,36,6,0,0,0,"aliphatic"
395.247289125,"C19H40O6S1","CHOS",2.11,0.32,-0.2667,-1.3684,19,40,6,0,1,0,"aliphatic"
396.114794,"C14H23O12N1","CHON",1.64,0.86,-0.4286,0.2857,14,23,12,1,0,0,"aliphatic"
396.129977,"C18H23O9N1","CHON",1.28,0.5,0.2,-0.1111,18,23,9,1,0,0,"unsaturated/lignin"
396.192906,"C22H27O4N3","CHON",1.23,0.18,0.3529,-0.4545,22,27,4,3,0,0,"unsaturated/lignin"
396.218038105263,"C24H31O4N1","CHON",1.29,0.17,0.3333,-0.8333,24,31,4,1,0,0,"unsaturated/lignin"
396.857048,"C8H2O9N2S4","CHONS",0.25,1.12,0.6,3.75,8,2,9,2,4,0,"aromatic"
396.982335,"C12H15O9S2P1","CHOSP",1.25,0.75,-0.3333,0.5833,12,15,9,0,2,1,"unsaturated/lignin"
397.002573,"C19H10O8S1","CHOS",0.53,0.42,0.7143,0.4211,19,10,8,0,1,0,"condensed aromatic"
397.0086945,"C15H15O5N2S2P1","CHONSP",1,0.33,0.3333,0.3333,15,15,5,2,2,1,"unsaturated/lignin"
397.020058,"C19H10O10","CHO",0.53,0.53,0.7143,0.5263,19,10,10,0,0,0,"condensed aromatic"
397.03396025,"C17H19O5S2P1","CHOSP",1.12,0.29,0.3043,-0.2941,17,19,5,0,2,1,"unsaturated/lignin"
397.038851666667,"C20H14O7S1","CHOS",0.7,0.35,0.6129,0.1,20,14,7,0,1,0,"aromatic"
397.0413025,"C16H14O12","CHO",0.88,0.75,0.4,0.625,16,14,12,0,0,0,"unsaturated/lignin"
397.041565,"C16H14O12","CHO",0.88,0.75,0.4,0.625,16,14,12,0,0,0,"unsaturated/lignin"
397.0541435,"C13H19O12P1","CHOP",1.46,0.92,-0.3333,0.3846,13,19,12,0,0,1,"unsaturated/lignin"
397.077651866667,"C17H18O11","CHO",1.06,0.65,0.3043,0.2353,17,18,11,0,0,0,"unsaturated/lignin"
397.093753,"C22H22O3S2","CHOS",1,0.14,0.4595,-0.5455,22,22,3,0,2,0,"unsaturated/lignin"
397.09869,"C14H22O13","CHO",1.57,0.93,-0.3333,0.2857,14,22,13,0,0,0,"aliphatic"
397.111515,"C22H22O5S1","CHOS",1,0.23,0.4595,-0.4545,22,22,5,0,1,0,"unsaturated/lignin"
397.114028625,"C18H22O10","CHO",1.22,0.56,0.2308,-0.1111,18,22,10,0,0,0,"unsaturated/lignin"
397.129477,"C22H22O7","CHO",1,0.32,0.4595,-0.3636,22,22,7,0,0,0,"unsaturated/lignin"
397.135099,"C15H26O12","CHO",1.73,0.8,-0.3333,-0.1333,15,26,12,0,0,0,"aliphatic"
397.1463895,"C14H26O11N2","CHON",1.86,0.79,-0.6923,0.1429,14,26,11,2,0,0,"aliphatic"
397.150429642857,"C19H26O9","CHO",1.37,0.47,0.1724,-0.4211,19,26,9,0,0,0,"unsaturated/lignin"
397.1632445,"C16H31O9P1","CHOP",1.94,0.56,-0.3333,-0.8125,16,31,9,0,0,1,"aliphatic"
397.164228,"C17H35O4S2P1","CHOSP",2.06,0.24,-0.3333,-1.3529,17,35,4,0,2,1,"aliphatic"
397.165665,"C23H26O6","CHO",1.13,0.26,0.4,-0.6087,23,26,6,0,0,0,"unsaturated/lignin"
397.181913,"C17H35O6S1P1","CHOSP",2.06,0.35,-0.3333,-1.2353,17,35,6,0,1,1,"aliphatic"
397.186791617647,"C20H30O8","CHO",1.5,0.4,0.125,-0.7,20,30,8,0,0,0,"aliphatic"
397.199749,"C17H35O8P1","CHOP",2.06,0.47,-0.3333,-1.1176,17,35,8,0,0,1,"aliphatic"
397.202074,"C24H30O5","CHO",1.25,0.21,0.3488,-0.8333,24,30,5,0,0,0,"unsaturated/lignin"
397.22316675,"C21H34O7","CHO",1.62,0.33,0.0857,-0.9524,21,34,7,0,0,0,"aliphatic"
