Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,Y1_08_H2O,Y1_09_H2O,Y1_10_H2O,Y1_13_H2O,Y1_14_H2O,Y1_15_H2O,Y1_18_H2O,Y1_19_H2O,Y1_20_H2O,Y1_23_H2O,Y1_24_H2O,Y1_25_H2O,Y1_28_H2O,Y1_29_H2O,Y1_30_H2O,Y1_33_H2O,Y1_34_H2O,Y1_35_H2O,Y1_37_H2O,Y1_39_H2O,Y1_40_H2O,Y1_41_H2O,Y1_43_H2O,Y1_44_H2O,Y1_45_H2O,Y1_47_H2O,Y1_48_H2O,Y1_49_H2O,Y1_52_H2O,Y1_53_H2O,Y1_55_H2O,Y1_58_H2O,Y1_61_H2O,Y1_65_H2O,Y1_70_H2O,Y1_71_H2O,Y1_72_H2O,Y1_73_H2O,Y1_77_H2O,Y1_78_H2O,Y1_03_H2O,Y1_04_H2O
106.456841,0,0,0,0,0,0,0,0,,None,107.46411746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074269.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.495127,0,0,0,0,0,0,0,0,,None,107.50240346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175650.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.500684,0,0,0,0,0,0,0,0,,None,107.50796046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049044.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.506986,0,0,0,0,0,0,0,0,,None,107.51426246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062624,0,0,0
106.589783,0,0,0,0,0,0,0,0,,None,107.59705946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072572.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.631758,0,0,0,0,0,0,0,0,,None,107.63903446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032109.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.637341,0,0,0,0,0,0,0,0,,None,107.64461746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035827.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.67489,0,0,0,0,0,0,0,0,,None,107.68216646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088235.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.721909,0,0,0,0,0,0,0,0,,None,107.72918546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041906.4,0,0,0,0,0,0,0,0
106.72966,0,0,0,0,0,0,0,0,,None,107.73693646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048718,0,0,0,0
106.731819,0,0,0,0,0,0,0,0,,None,107.73909546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026747.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.772453,0,0,0,0,0,0,0,0,,None,107.77972946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060286.4,0,0,0,0
