Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,Bog_01_CHCl3,Bog_02_CHCl3,Bog_03_CHCl3,Bog_04_CHCl3,Bog_05_CHCl3,Bog_06_CHCl3,Bog_07_CHCl3,Bog_08_CHCl3,Bog_09_CHCl3,Bog_10_CHCl3,Bog_11_CHCl3,Bog_12_CHCl3,Bog_13_CHCl3,Bog_14_CHCl3,Bog_15_CHCl3,Bog_16_CHCl3,Bog_18_CHCl3,Bog_19_CHCl3,Bog_21_CHCl3,FB_01_CHCl3,FB_02_CHCl3,FB_03_CHCl3,FB_04_CHCl3,LC_01_CHCl3,LC_02_CHCl3
150.933789,0,0,0,0,0,0,0,0,,None,151.94106546688,0,0,0,0,0,0,0,0,0,1166301.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.040147,0,0,0,0,0,0,0,0,,None,152.04742346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109667.8,0,0,0,0,0,0,0,0,0,0,0
151.070567,0,0,0,0,0,0,0,0,,None,152.07784346688,0,0,0,0,0,0,0,0,1087801.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.089409,0,0,0,0,0,0,0,0,,None,152.09668546688,0,0,0,0,0,1204784.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.095456,0,0,0,0,0,0,0,0,,None,152.10273246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158267.3
151.116728,0,0,0,0,0,0,0,0,,None,152.12400446688,0,0,0,0,0,0,0,0,0,0,0,1139862.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.139765,0,0,0,0,0,0,0,0,,None,152.14704146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142292.5
151.143536,0,0,0,0,0,0,0,0,,None,152.15081246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137714.4,0,0,0,0,0,0,0,0,0,0
151.144589,0,0,0,0,0,0,0,0,,None,152.15186546688,0,0,0,0,0,0,1078400.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.156348,0,0,0,0,0,0,0,0,,None,152.16362446688,0,0,0,0,0,0,0,0,1067910.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.174404,0,0,0,0,0,0,0,0,,None,152.18168046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307716.3,0,0,0
151.182012,0,0,0,0,0,0,0,0,,None,152.18928846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074103.3,0,0,0,0,0,0
151.205704,0,0,0,0,0,0,0,0,,None,152.21298046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187569.5,0,0,0,0,0,0,0,0,0
151.232209,0,0,0,0,0,0,0,0,,None,152.23948546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170406,0,0,0
151.257428,0,0,0,0,0,0,0,0,,None,152.26470446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229149.9,0,0,0,0,0,0,0,0,0,0,0
151.258033,0,0,0,0,0,0,0,0,,None,152.26530946688,0,0,0,0,0,0,1068481.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.290155,0,0,0,0,0,0,0,0,,None,152.29743146688,0,0,0,0,0,0,0,0,0,0,1087842.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.293973,0,0,0,0,0,0,0,0,,None,152.30124946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128218.3,0,0,0,0,0,0,0,0,0,0,0,0
151.30114,0,0,0,0,0,0,0,0,,None,152.30841646688,0,0,0,0,1192064.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.351066,0,0,0,0,0,0,0,0,,None,152.35834246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071853.1
151.358077,0,0,0,0,0,0,0,0,,None,152.36535346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332822.6,0,0,0,0,0,0,0,0,0,0,0
151.360493,0,0,0,0,0,0,0,0,,None,152.36776946688,0,0,0,0,0,0,0,0,0,1095037.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.361232,0,0,0,0,0,0,0,0,,None,152.36850846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136369.8,0,0,0,0,0
151.387141,0,0,0,0,0,0,0,0,,None,152.39441746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216520,0
151.394727,0,0,0,0,0,0,0,0,,None,152.40200346688,0,0,0,0,0,0,0,1211510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.398095,0,0,0,0,0,0,0,0,,None,152.40537146688,0,0,0,0,0,0,0,0,1110086.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.416771,0,0,0,0,0,0,0,0,,None,152.42404746688,0,0,0,0,0,0,0,0,0,0,1090123.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.47858,0,0,0,0,0,0,0,0,,None,152.48585646688,0,0,0,0,0,0,0,0,0,0,0,0,0,1163688.8,0,0,0,0,0,0,0,0,0,0,0,0,0
151.581337,0,0,0,0,0,0,0,0,,None,152.58861346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066512.6
151.592185,0,0,0,0,0,0,0,0,,None,152.59946146688,0,0,0,0,0,0,0,0,0,0,0,0,1168835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.752282,0,0,0,0,0,0,0,0,,None,152.75955846688,0,0,0,0,0,0,0,0,0,0,0,1178963.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.766031,0,0,0,0,0,0,0,0,,None,152.77330746688,0,0,0,0,0,1120604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.789944,0,0,0,0,0,0,0,0,,None,152.79722046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139204.8,0,0,0,0,0,0,0,0,0,0
151.80081,0,0,0,0,0,0,0,0,,None,152.80808646688,0,0,0,0,0,1105919.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.853098,0,0,0,0,0,0,0,0,,None,152.86037446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191150.9,0,0,0,0
151.88252,0,0,0,0,0,0,0,0,,None,152.88979646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098105.9,0,0,0,0,0,0,0,0,0,0
152.021372,0,0,0,0,0,0,0,0,,None,153.02864846688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230412.8,0,0,0,0,0,0,0,0,0
152.031672,0,0,0,0,0,0,0,0,,None,153.03894846688,0,0,0,0,0,0,0,1093657.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.081698,0,0,0,0,0,0,0,0,,None,153.08897446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071343.1,0,0,0,0,0,0,0,0,0,0,0
152.083177,0,0,0,0,0,0,0,0,,None,153.09045346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130992.8,0,0,0,0,0,0,0,0,0
152.115577,0,0,0,0,0,0,0,0,,None,153.12285346688,0,0,0,0,0,0,1077289.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.124555,0,0,0,0,0,0,0,0,,None,153.13183146688,0,0,0,0,0,0,0,1184109.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.211007,0,0,0,0,0,0,0,0,,None,153.21828346688,0,0,0,0,0,0,0,0,0,0,0,0,0,1094144,0,0,0,0,0,0,0,0,0,0,0,0,0
152.278771,0,0,0,0,0,0,0,0,,None,153.28604746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095710.8,0,0,0,0,0,0,0,0,0,0,0
152.296186,0,0,0,0,0,0,0,0,,None,153.30346246688,0,0,0,0,0,0,0,1133118.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.505632,0,0,0,0,0,0,0,0,,None,153.51290846688,0,0,0,0,0,0,0,0,0,0,1156645.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.520647,0,0,0,0,0,0,0,0,,None,153.52792346688,0,0,0,0,0,0,0,0,0,0,1154670.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.572188,0,0,0,0,0,0,0,0,,None,153.57946446688,0,0,0,0,0,0,0,0,0,1080408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.577153,0,0,0,0,0,0,0,0,,None,153.58442946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206353.8,0,0,0,0,0,0,0,0,0
152.599276,0,0,0,0,0,0,0,0,,None,153.60655246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141012.6,0,0,0,0,0,0,0,0,0,0,0
152.735396,0,0,0,0,0,0,0,0,,None,153.74267246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070723,0,0,0,0,0,0,0,0,0,0,0,0
152.73654,0,0,0,0,0,0,0,0,,None,153.74381646688,0,0,0,0,0,0,0,0,0,0,0,1073619.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.845414,0,0,0,0,0,0,0,0,,None,153.85269046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130394,0,0,0,0,0
152.89373,0,0,0,0,0,0,0,0,,None,153.90100646688,0,0,0,0,0,0,1148295.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.920908,0,0,0,0,0,0,0,0,,None,153.92818446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113090.8,0
152.958053,0,0,0,0,0,0,0,0,,None,153.96532946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078262.6,0,0,0,0,0,0,0,0
152.997979,0,0,0,0,0,0,0,0,,None,154.00525546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117456.8,0,0,0,0,0
153.057366,0,0,0,0,0,0,0,0,,None,154.06464246688,0,0,0,0,1073160.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.060953,0,0,0,0,0,0,0,0,,None,154.06822946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072884.6,0,0,0,0,0
153.068936,0,0,0,0,0,0,0,0,,None,154.07621246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130534,0,0,0,0,0,0
153.162774,0,0,0,0,0,0,0,0,,None,154.17005046688,0,0,0,0,0,0,0,0,0,0,0,0,0,1079987.9,0,0,0,0,0,0,0,0,0,0,0,0,0
153.174276,0,0,0,0,0,0,0,0,,None,154.18155246688,0,0,0,0,0,0,0,0,1141689.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.246515,0,0,0,0,0,0,0,0,,None,154.25379146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092939.4,0,0,0,0,0,0
153.259172,0,0,0,0,0,0,0,0,,None,154.26644846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088778.6,0,0,0
153.279485,0,0,0,0,0,0,0,0,,None,154.28676146688,0,0,1161166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.283927,0,0,0,0,0,0,0,0,,None,154.29120346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086049.3,0,0,0,0,0,0,0,0,0,0
153.408128,0,0,0,0,0,0,0,0,,None,154.41540446688,0,0,0,0,0,0,1081647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.408563,0,0,0,0,0,0,0,0,,None,154.41583946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139129.9,0,0
153.441453,0,0,0,0,0,0,0,0,,None,154.44872946688,0,0,0,0,0,0,1144578.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.455786,0,0,0,0,0,0,0,0,,None,154.46306246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087970.8,0,0,0,0,0,0
153.501463,0,0,0,0,0,0,0,0,,None,154.50873946688,0,0,0,0,0,0,0,0,0,1136651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.554638,0,0,0,0,0,0,0,0,,None,154.56191446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212724.9,0
153.624599,0,0,0,0,0,0,0,0,,None,154.63187546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219348.1,0,0,0,0,0,0,0,0
153.712828,0,0,0,0,0,0,0,0,,None,154.72010446688,0,0,0,0,0,0,0,0,0,1186251.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.734526,0,0,0,0,0,0,0,0,,None,154.74180246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170586.5,0,0,0,0,0,0,0
153.751244,0,0,0,0,0,0,0,0,,None,154.75852046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129771.4,0,0,0,0
153.761083,0,0,0,0,0,0,0,0,,None,154.76835946688,0,0,0,0,0,1307829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.767435,0,0,0,0,0,0,0,0,,None,154.77471146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157213.9,0,0,0,0,0,0,0,0,0,0,0
153.773291,0,0,0,0,0,0,0,0,,None,154.78056746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142862,0,0,0,0,0,0,0,0,0,0,0,0
153.791376,0,0,0,0,0,0,0,0,,None,154.79865246688,0,0,0,0,0,0,1189323.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.797892,0,0,0,0,0,0,0,0,,None,154.80516846688,0,0,0,0,0,0,0,0,0,0,0,0,0,1093496.4,0,0,0,0,0,0,0,0,0,0,0,0,0
153.810439,0,0,0,0,0,0,0,0,,None,154.81771546688,0,0,0,0,0,0,1073782.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.835317,0,0,0,0,0,0,0,0,,None,154.84259346688,0,0,0,0,0,0,0,0,1069469.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.883039,0,0,0,0,0,0,0,0,,None,154.89031546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098664.4,0,0,0,0,0,0,0,0
153.956079,0,0,0,0,0,0,0,0,,None,154.96335546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151798.4
154.056347,0,0,0,0,0,0,0,0,,None,155.06362346688,0,0,1209466.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.065709,0,0,0,0,0,0,0,0,,None,155.07298546688,0,0,0,0,0,0,0,0,0,0,0,0,1144469.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.103916,0,0,0,0,0,0,0,0,,None,155.11119246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102971.8,0,0,0,0
154.119856,0,0,0,0,0,0,0,0,,None,155.12713246688,0,0,0,0,0,0,0,0,0,0,1142776.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.132788,0,0,0,0,0,0,0,0,,None,155.14006446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098493.4,0,0,0,0,0,0,0
154.19871,0,0,0,0,0,0,0,0,,None,155.20598646688,0,0,0,1185235.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.204249,0,0,0,0,0,0,0,0,,None,155.21152546688,0,0,0,0,0,0,0,0,0,0,0,1077251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.255665,0,0,0,0,0,0,0,0,,None,155.26294146688,0,0,0,0,0,0,0,0,0,1094549.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.449465,0,0,0,0,0,0,0,0,,None,155.45674146688,0,0,0,0,0,1069468.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.45774,0,0,0,0,0,0,0,0,,None,155.46501646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298598,0
154.544803,0,0,0,0,0,0,0,0,,None,155.55207946688,0,0,1145800.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.617161,0,0,0,0,0,0,0,0,,None,155.62443746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135883.3,0,0,0,0
154.623081,0,0,0,0,0,0,0,0,,None,155.63035746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095752.1
154.646306,0,0,0,0,0,0,0,0,,None,155.65358246688,0,0,0,0,0,0,0,0,0,0,0,1095641.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.652824,0,0,0,0,0,0,0,0,,None,155.66010046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088321.9,0,0,0,0,0,0,0,0,0,0,0,0
154.673221,0,0,0,0,0,0,0,0,,None,155.68049746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122181.3,0,0,0,0,0,0,0,0,0,0
154.694607,0,0,0,0,0,0,0,0,,None,155.70188346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079825.9,0,0
154.766999,0,0,0,0,0,0,0,0,,None,155.77427546688,0,0,0,0,0,0,0,0,0,0,1121461.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.796503,0,0,0,0,0,0,0,0,,None,155.80377946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198923.5,0,0,0,0,0,0,0,0,0
154.851832,0,0,0,0,0,0,0,0,,None,155.85910846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124556.1,0,0,0,0,0,0,0,0,0
154.865559,0,0,0,0,0,0,0,0,,None,155.87283546688,0,0,0,0,0,0,0,0,0,0,1085967.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.902503,0,0,0,0,0,0,0,0,,None,155.90977946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077268.4,0,0,0,0,0,0,0
154.93873,0,0,0,0,0,0,0,0,,None,155.94600646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105951,0,0,0,0,0,0,0,0,0,0
155.009933,0,0,0,0,0,0,0,0,,None,156.01720946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096425.4,0,0,0,0,0,0,0,0,0
155.013825,10,4,2,0,0,0,0,0,CHO,ConHC,156.02110146688,0.178858627075789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1135863.3,0,0,0,0,0,0,0,0,0,0,0
155.042929,0,0,0,0,0,0,0,0,,None,156.05020546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087963.4,0,0,0,0,0,0,0,0,0,0
155.049111,0,0,0,0,0,0,0,0,,None,156.05638746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157537.1,0
155.078702,0,0,0,0,0,0,0,0,,None,156.08597846688,0,0,0,0,0,1074307.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.122893,0,0,0,0,0,0,0,0,,None,156.13016946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138084.8,0,0
155.123887,0,0,0,0,0,0,0,0,,None,156.13116346688,0,0,0,0,0,0,0,0,0,0,0,1125731.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.14282,0,0,0,0,0,0,0,0,,None,156.15009646688,0,0,0,0,1355738.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.143213,0,0,0,0,0,0,0,0,,None,156.15048946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089757.9,0,0,0,0,0,0,0
155.18519,0,0,0,0,0,0,0,0,,None,156.19246646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120672.6,0,0,0,0,0,0
155.212849,0,0,0,0,0,0,0,0,,None,156.22012546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115777.3,0
155.258403,0,0,0,0,0,0,0,0,,None,156.26567946688,0,0,0,0,0,0,0,1174678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.274087,0,0,0,0,0,0,0,0,,None,156.28136346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093059.9,0,0,0,0,0,0,0,0,0,0,0,0
155.301954,0,0,0,0,0,0,0,0,,None,156.30923046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080736.8,0,0,0,0
155.303466,0,0,0,0,0,0,0,0,,None,156.31074246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138772.6,0,0,0,0,0,0,0,0,0,0,0,0
155.310939,0,0,0,0,0,0,0,0,,None,156.31821546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249158,0,0,0,0
155.480233,0,0,0,0,0,0,0,0,,None,156.48750946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091646.4,0
155.485725,0,0,0,0,0,0,0,0,,None,156.49300146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119650.4,0,0,0,0,0,0,0,0,0
155.540176,0,0,0,0,0,0,0,0,,None,156.54745246688,0,0,0,0,0,0,1159774.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.541703,0,0,0,0,0,0,0,0,,None,156.54897946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270940.5,0,0,0,0,0,0,0,0,0,0,0,0
155.621443,0,0,0,0,0,0,0,0,,None,156.62871946688,0,0,0,0,0,1114489.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.642785,0,0,0,0,0,0,0,0,,None,156.65006146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155670.3,0,0,0,0,0,0,0,0,0,0,0,0
155.6841,0,0,0,0,0,0,0,0,,None,156.69137646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148215.5,0,0,0,0,0,0,0,0,0
155.750623,0,0,0,0,0,0,0,0,,None,156.75789946688,0,0,0,0,0,0,0,0,0,0,0,0,0,1124165,0,0,0,0,0,0,0,0,0,0,0,0,0
155.775763,0,0,0,0,0,0,0,0,,None,156.78303946688,0,0,0,0,0,0,0,0,0,0,0,0,1096727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.856825,0,0,0,0,0,0,0,0,,None,156.86410146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081388.8,0,0,0
155.862986,0,0,0,0,0,0,0,0,,None,156.87026246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229594.5,0,0,0,0,0,0,0,0
155.864551,0,0,0,0,0,0,0,0,,None,156.87182746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160031.5,0,0,0,0,0,0,0,0,0,0,0
155.87714,0,0,0,0,0,0,0,0,,None,156.88441646688,0,0,0,0,0,0,0,0,0,0,0,0,0,1076780.5,0,0,0,0,0,0,0,0,0,0,0,0,0
155.878102,0,0,0,0,0,0,0,0,,None,156.88537846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086792.3,0
155.896981,0,0,0,0,0,0,0,0,,None,156.90425746688,0,0,0,0,0,0,1114476.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.898648,0,0,0,0,0,0,0,0,,None,156.90592446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088106.5
155.917537,0,0,0,0,0,0,0,0,,None,156.92481346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074613.5
155.99673,0,0,0,0,0,0,0,0,,None,157.00400646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178416.3,0,0,0,0,0,0,0,0,0
156.095666,0,0,0,0,0,0,0,0,,None,157.10294246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087516.6
156.102022,0,0,0,0,0,0,0,0,,None,157.10929846688,0,0,0,0,1090739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.114667,0,0,0,0,0,0,0,0,,None,157.12194346688,0,0,0,0,0,0,0,0,0,0,0,0,1216348.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.147762,0,0,0,0,0,0,0,0,,None,157.15503846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287945.4,0,0,0,0,0,0,0,0,0
156.157094,0,0,0,0,0,0,0,0,,None,157.16437046688,0,0,0,0,1078131.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.260888,0,0,0,0,0,0,0,0,,None,157.26816446688,0,0,0,0,0,0,0,0,0,0,0,0,1080497.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.271568,0,0,0,0,0,0,0,0,,None,157.27884446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190813.5,0,0,0,0,0,0,0,0,0,0,0,0
156.281744,0,0,0,0,0,0,0,0,,None,157.28902046688,0,0,0,0,0,0,0,1097082.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.323457,0,0,0,0,0,0,0,0,,None,157.33073346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081308.4,0,0,0,0,0
156.405137,0,0,0,0,0,0,0,0,,None,157.41241346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347646.1,0
156.494755,0,0,0,0,0,0,0,0,,None,157.50203146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229063.5,0,0,0
